#timestamp total_workers_connected workers_init workers_idle workers_busy total_workers_joined total_workers_removed tasks_waiting tasks_running tasks_complete total_tasks_dispatched total_tasks_complete total_tasks_cancelled start_time total_send_time total_receive_time total_bytes_sent total_bytes_received efficiency idle_percentage capacity bandwidth total_cores total_memory total_disk total_gpus min_cores max_cores min_memory max_memory min_disk max_disk min_gpus max_gpus total_execute_time total_good_execute_time 
1461796270788238 2 1 0 1 2 0 1331 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985795 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270788614 2 1 1 0 2 0 1331 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985734 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270789638 2 1 0 1 2 0 1330 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985569 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270789994 2 1 1 0 2 0 1330 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985512 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270790560 2 0 2 0 2 0 1330 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985421 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270791321 2 0 1 1 2 0 1329 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985298 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270791673 2 0 2 0 2 0 1329 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985241 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270792602 2 0 1 1 2 0 1328 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985092 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270792957 2 0 2 0 2 0 1328 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.985034 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270793881 2 0 1 1 2 0 1327 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984886 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270794249 2 0 2 0 2 0 1327 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984826 10 1.000000 0 9827 114973 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796270795163 2 0 1 1 2 0 1326 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984680 10 1.000000 0 9827 224320 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 0 114974 18446744073709551615 0 0 0 
1461796270795526 2 0 2 0 2 0 1326 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984621 10 1.000000 0 9827 224320 18446744073709551615 18446744073709551615 1 18446744073709551615 9828 0 114974 18446744073709551615 0 0 0 
1461796270796445 2 0 1 1 2 0 1325 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984473 10 1.000000 0 32909 224320 18446744073709551615 18446744073709551615 1 0 23081 0 114974 18446744073709551615 0 0 0 
1461796270796797 2 0 2 0 2 0 1325 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984417 10 1.000000 0 32909 224320 18446744073709551615 18446744073709551615 1 0 23081 0 114974 18446744073709551615 0 0 0 
1461796270797722 2 0 1 1 2 0 1324 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984268 10 1.000000 0 32909 224320 0 18446744073709551615 1 0 23081 0 114974 0 0 0 0 
1461796270798074 2 0 2 0 2 0 1324 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984211 10 1.000000 0 32909 224320 0 18446744073709551615 1 0 23081 0 114974 0 0 0 0 
1461796270798990 2 0 1 1 2 0 1323 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984064 10 1.000000 0 32909 224320 0 18446744073709551615 1 0 23081 0 114974 0 0 0 0 
1461796270799350 2 0 2 0 2 0 1323 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.984006 10 1.000000 0 32909 224320 0 18446744073709551615 1 0 23081 0 114974 0 0 0 0 
1461796270800269 2 0 1 1 2 0 1322 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983859 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270800627 2 0 2 0 2 0 1322 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983801 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270801152 2 0 2 0 2 0 1322 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983717 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270801890 2 0 1 1 2 0 1321 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983599 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270802247 2 0 2 0 2 0 1321 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983541 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270803165 2 0 1 1 2 0 1320 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983394 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270803526 2 0 2 0 2 0 1320 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983336 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270804464 2 0 1 1 2 0 1319 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983186 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270804816 2 0 2 0 2 0 1319 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983129 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270805736 2 0 1 1 2 0 1318 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982982 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270806094 2 0 2 0 2 0 1318 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982924 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270807018 2 0 1 1 2 0 1317 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982776 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270807376 2 0 2 0 2 0 1317 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982719 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270808302 2 0 1 1 2 0 1316 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982570 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796270808659 2 0 2 0 2 0 1316 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982513 10 1.000000 2 32909 224320 0 0 1 0 23081 0 114974 0 0 0 0 
1461796271057640 3 1 2 0 2 0 1316 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.983080 10 1.000000 1 32908 224319 18446744073709551615 18446744073709551615 1 18446744073709551615 23081 18446744073709551615 114974 18446744073709551615 0 0 0 
1461796271058741 3 1 1 1 3 0 1315 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.982910 10 1.000000 1 32908 224319 18446744073709551615 18446744073709551615 1 18446744073709551615 23081 18446744073709551615 114974 18446744073709551615 0 0 0 
