#timestamp total_workers_connected workers_init workers_idle workers_busy total_workers_joined total_workers_removed tasks_waiting tasks_running tasks_complete total_tasks_dispatched total_tasks_complete total_tasks_cancelled start_time total_send_time total_receive_time total_bytes_sent total_bytes_received efficiency idle_percentage capacity bandwidth total_cores total_memory total_disk total_gpus min_cores max_cores min_memory max_memory min_disk max_disk min_gpus max_gpus total_execute_time total_good_execute_time 
1461796277343526 16 1 15 0 16 0 1106 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967743 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277344040 16 0 16 0 16 0 1106 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967704 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277344694 16 0 15 1 16 0 1105 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967654 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277345011 16 0 16 0 16 0 1105 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967630 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277345833 16 0 15 1 16 0 1104 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967568 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277346153 16 0 16 0 16 0 1104 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967543 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277346973 16 0 15 1 16 0 1103 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967481 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277347299 16 0 16 0 16 0 1103 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967456 10 1.000000 14 281719 2569461 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277348114 16 0 15 1 16 0 1102 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967394 10 1.000000 14 281719 2684361 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796277348440 16 0 16 0 16 0 1102 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967369 10 1.000000 14 281719 2684361 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796277349273 16 0 15 1 16 0 1101 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967306 10 1.000000 14 292960 2684361 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796277349597 16 0 16 0 16 0 1101 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967281 10 1.000000 14 292960 2684361 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796277350424 16 0 15 1 16 0 1100 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967218 10 1.000000 14 292960 2684361 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277350740 16 0 16 0 16 0 1100 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967194 10 1.000000 14 292960 2684361 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277351559 16 0 15 1 16 0 1099 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967132 10 1.000000 14 292960 2684361 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277351883 16 0 16 0 16 0 1099 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967107 10 1.000000 14 292960 2684361 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277352703 16 0 15 1 16 0 1098 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967045 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277353025 16 0 16 0 16 0 1098 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967020 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277353509 16 0 16 0 16 0 1098 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966984 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277354145 16 0 15 1 16 0 1097 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966935 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277354473 16 0 16 0 16 0 1097 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966910 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277355298 16 0 15 1 16 0 1096 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966848 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277355614 16 0 16 0 16 0 1096 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966823 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277356438 16 0 15 1 16 0 1095 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966761 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277356753 16 0 16 0 16 0 1095 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966737 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277357571 16 0 15 1 16 0 1094 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966675 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277357894 16 0 16 0 16 0 1094 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966651 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277358715 16 0 15 1 16 0 1093 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966588 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277359030 16 0 16 0 16 0 1093 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966564 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277359842 16 0 15 1 16 0 1092 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966503 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277360161 16 0 16 0 16 0 1092 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966478 10 1.000000 16 292960 2684361 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277617143 17 1 16 0 16 0 1092 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967092 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277618110 17 1 15 1 17 0 1091 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967020 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277618462 17 1 16 0 17 0 1091 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966993 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277619420 17 1 15 1 17 0 1090 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966922 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277619788 17 1 16 0 17 0 1090 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966895 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277620310 17 0 17 0 17 0 1090 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966856 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277620979 17 0 16 1 17 0 1089 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966806 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277621295 17 0 17 0 17 0 1089 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966783 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277622111 17 0 16 1 17 0 1088 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966722 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277622434 17 0 17 0 17 0 1088 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966698 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277623243 17 0 16 1 17 0 1087 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966638 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277623571 17 0 17 0 17 0 1087 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966614 10 1.000000 15 292959 2684360 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796277624386 17 0 16 1 17 0 1086 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966553 10 1.000000 15 292959 2793807 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796277624714 17 0 17 0 17 0 1086 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966529 10 1.000000 15 292959 2793807 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796277625528 17 0 16 1 17 0 1085 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966468 10 1.000000 15 315716 2793807 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796277625843 17 0 17 0 17 0 1085 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966445 10 1.000000 15 315716 2793807 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796277626659 17 0 16 1 17 0 1084 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966384 10 1.000000 15 315716 2793807 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277626978 17 0 17 0 17 0 1084 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966360 10 1.000000 15 315716 2793807 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277627789 17 0 16 1 17 0 1083 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966300 10 1.000000 15 315716 2793807 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277628105 17 0 17 0 17 0 1083 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966276 10 1.000000 15 315716 2793807 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796277628922 17 0 16 1 17 0 1082 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966216 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277629236 17 0 17 0 17 0 1082 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966192 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277629717 17 0 17 0 17 0 1082 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966157 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277630362 17 0 16 1 17 0 1081 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966109 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277630681 17 0 17 0 17 0 1081 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966085 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277631507 17 0 16 1 17 0 1080 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966024 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277631821 17 0 17 0 17 0 1080 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966000 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277632641 17 0 16 1 17 0 1079 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965940 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277632963 17 0 17 0 17 0 1079 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965916 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277633788 17 0 16 1 17 0 1078 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965855 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277634102 17 0 17 0 17 0 1078 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965831 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277634910 17 0 16 1 17 0 1077 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965771 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277635223 17 0 17 0 17 0 1077 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965748 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277636124 17 0 16 1 17 0 1076 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965681 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796277636446 17 0 17 0 17 0 1076 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.965657 10 1.000000 17 315716 2793807 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278665841 18 1 17 0 17 0 1076 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.968137 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278666802 18 1 16 1 18 0 1075 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.968070 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278667141 18 1 17 0 18 0 1075 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.968046 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278668099 18 1 16 1 18 0 1074 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967981 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278668426 18 1 17 0 18 0 1074 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967958 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278669953 18 0 18 0 18 0 1074 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967921 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278670621 18 0 17 1 18 0 1073 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967875 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278670943 18 0 18 0 18 0 1073 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967852 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278671784 18 0 17 1 18 0 1072 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967795 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278672105 18 0 18 0 18 0 1072 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967772 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278672940 18 0 17 1 18 0 1071 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967715 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278673255 18 0 18 0 18 0 1071 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967693 10 1.000000 16 315715 2793806 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278674068 18 0 17 1 18 0 1070 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967638 10 1.000000 16 315715 2906274 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796278674386 18 0 18 0 18 0 1070 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967616 10 1.000000 16 315715 2906274 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796278675195 18 0 17 1 18 0 1069 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967560 10 1.000000 16 337054 2906274 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796278675521 18 0 18 0 18 0 1069 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967537 10 1.000000 16 337054 2906274 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796278676330 18 0 17 1 18 0 1068 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967482 10 1.000000 16 337054 2906274 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278676650 18 0 18 0 18 0 1068 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967460 10 1.000000 16 337054 2906274 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278677461 18 0 17 1 18 0 1067 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967404 10 1.000000 16 337054 2906274 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278677773 18 0 18 0 18 0 1067 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967382 10 1.000000 16 337054 2906274 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278678581 18 0 17 1 18 0 1066 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967327 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278678893 18 0 18 0 18 0 1066 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967305 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278679364 18 0 18 0 18 0 1066 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967273 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278680001 18 0 17 1 18 0 1065 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967229 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278680309 18 0 18 0 18 0 1065 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967208 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278681134 18 0 17 1 18 0 1064 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967151 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278681454 18 0 18 0 18 0 1064 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967129 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278682281 18 0 17 1 18 0 1063 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967072 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278682601 18 0 18 0 18 0 1063 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.967050 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278683435 18 0 17 1 18 0 1062 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966993 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278683747 18 0 18 0 18 0 1062 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966972 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278684561 18 0 17 1 18 0 1061 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966916 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278684872 18 0 18 0 18 0 1061 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966894 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278685691 18 0 17 1 18 0 1060 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966838 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278686001 18 0 18 0 18 0 1060 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966817 10 1.000000 18 337054 2906274 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278758105 19 1 18 0 18 0 1060 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966940 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278759053 19 1 17 1 19 0 1059 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966875 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278759402 19 1 18 0 19 0 1059 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966851 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278760341 19 1 17 1 19 0 1058 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966787 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278760662 19 1 18 0 19 0 1058 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966765 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278762252 19 0 19 0 19 0 1058 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966732 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278762906 19 0 18 1 19 0 1057 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966687 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278763220 19 0 19 0 19 0 1057 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966665 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278764036 19 0 18 1 19 0 1056 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966609 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278764347 19 0 19 0 19 0 1056 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966588 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278765155 19 0 18 1 19 0 1055 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966533 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278765479 19 0 19 0 19 0 1055 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966511 10 1.000000 17 337053 2906273 3 18446744073709551615 1 18446744073709551615 57795 18446744073709551615 409214 18446744073709551615 4 0 0 
1461796278766280 19 0 18 1 19 0 1054 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966456 10 1.000000 17 337053 3021759 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796278766601 19 0 19 0 19 0 1054 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966434 10 1.000000 17 337053 3021759 3 18446744073709551615 1 18446744073709551615 57795 0 409214 18446744073709551615 4 0 0 
1461796278767418 19 0 18 1 19 0 1053 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966378 10 1.000000 17 360212 3021759 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796278767733 19 0 19 0 19 0 1053 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966357 10 1.000000 17 360212 3021759 3 18446744073709551615 1 0 57795 0 409214 18446744073709551615 4 0 0 
1461796278768538 19 0 18 1 19 0 1052 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966302 10 1.000000 17 360212 3021759 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278768865 19 0 19 0 19 0 1052 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966279 10 1.000000 17 360212 3021759 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278769674 19 0 18 1 19 0 1051 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966224 10 1.000000 17 360212 3021759 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278769982 19 0 19 0 19 0 1051 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966203 10 1.000000 17 360212 3021759 4 18446744073709551615 1 0 57795 0 409214 0 4 0 0 
1461796278770783 19 0 18 1 19 0 1050 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966149 10 1.000000 19 360212 3021759 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278771092 19 0 19 0 19 0 1050 0 1 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966127 10 1.000000 19 360212 3021759 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278771566 19 0 19 0 19 0 1050 0 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966095 10 1.000000 19 360212 3021759 4 0 1 0 57795 0 409214 0 4 0 0 
1461796278772184 19 0 18 1 19 0 1049 1 0 1337 0 0 1461796264685541 0 0 0 0 0.000000 0.966053 10 1.000000 19 360212 3021759 4 0 1 0 57795 0 409214 0 4 0 0 
